bio_url,bio,name,voice_model,advanced_voice_model,fallout4_voice_folder,race,gender,species,refid_int,baseid_int,author and notes,base_id,ref_id
/wiki/Toro,Toro is a house cat that lives in the schoolhouse in Diamond City in 2287.,Toro,maleghoul,,crcat,House cat,Male,,1289557,1289556,YetAnotherModder,13AD54,13AD55
/wiki/Bull,Bull is a thug who lives in Diamond City in 2287.,Bull,maleraider01,,NPCMBull,Human,Male,,275340,275337,YetAnotherModder,43389,04338C
/wiki/Gouger,Gouger is a thug who lives in Diamond City in 2287.,Gouger,maleraider01,,NPCMGouger,Human,Male,,972390,972389,YetAnotherModder,0ED665,0ED666
/wiki/Hawthorne,Hawthorne is a resident of Diamond City in 2287.,Hawthorne,maleboston,,NPCMHawthorne,Human,Male,,12061,12060,YetAnotherModder,002F1C,002F1D
/wiki/Vadim_Bobrov,"Vadim Bobrov is the bartender and co-owner of the Dugout Inn, living in Diamond City in 2287.",Vadim Bobrov,maleboston,,NPCMVadimBobrov,Human,Male,,12029,12028,YetAnotherModder,002EFC,002EFD
/wiki/Yefim_Bobrov,"Yefim Bobrov is the innkeeper and co-owner of the Dugout Inn, living in Diamond City in 2287.",Yefim Bobrov,MaleBoston,,NPCMYefimBobrov,Human,Male,,12031,12030,YetAnotherModder,002EFE,002EFF
/wiki/Becky_Fallon,Becky Fallon is a clothing merchant who runs Fallon's Basement in the Diamond City market in 2287.,Becky Fallon,BeckyFallon,,NPCFBeckyFallon,Human,Female,,11465,11462,YetAnotherModder,002CC6,002CC9
/wiki/Crocker,Doc Crocker is a facial reconstruction surgeon operating in Diamond City in 2287.,Doc Crocker,MaleBoston,,NPCMDocCrocker,Human,Male,,11479,11478,YetAnotherModder,002CD6,002CD7
/wiki/Duff_(Fallout_4),Doctor Duff is a resident of Diamond City in 2287.,Doctor Duff,femaleboston,,NPCFDoctorDuff,Human,Female,,12025,12024,YetAnotherModder,002EF8,002EF9
/wiki/Professor_Scara,Professor[1] Scara is a scientist found in the Science! Center in Diamond City alongside Dr.,Professor Scara,femaleboston,,NPCFProfessorScara,Human,Female,,733128,733127,YetAnotherModder,0B2FC7,0B2FC8
/wiki/Ellie_Perkins,"Ellie Perkins is the secretary of private investigator Nick Valentine, operating out of the Valentine Detective Agency located in Diamond City in 2287.",Ellie Perkins,Ellie Perkins,,NPCFElliePerkins,Human,Female,,139940,139938,YetAnotherModder,0222A2,0222A4
/wiki/Patrick_(Fallout_4),Patrick is a drug addict in the Drumlin Diner in 2287.,Patrick,MaleEvenToned,,MaleEvenToned,Human,Male,,1075711,1075710,YetAnotherModder,1069FE,1069FF
/wiki/Simone,Simone is the bodyguard of Wolfgang in the Commonwealth in 2287.,Simone,FemaleEvenToned,,FemaleEvenToned,Human,Female,,1075722,1075720,YetAnotherModder,106A08,106A0A
/wiki/Trudy_(Fallout_4),Trudy is a trader living in the Commonwealth in 2287.,Trudy,FemaleRough,,FemaleRough,Human,Female,,1075712,1075708,YetAnotherModder,1069FC,106A00
/wiki/Wolfgang,Wolfgang is a chems dealer in the Commonwealth in 2287.,Wolfgang,MaleEvenToned,,MaleRough,Human,Male,,1075719,1075716,YetAnotherModder,106A04,106A07
/wiki/Bedlam,Bedlam is the lead raider of the Forged in Dunwich Borers in 2287.,Bedlam,FemaleRaider01,,RaiderFemale01,Human,Female,,480536,1312882,YetAnotherModder,140872,75518
/wiki/Bob_Stanson,Bob Stanson is a ghoul found in The Commonwealth in 2287.,Feral Ghoul,maleghoul,,maleghoul,Feral ghoul,Male,,299613,542994,YetAnotherModder,84912,04925D
/wiki/Bradley_Ramone,Bradley Ramone is a feral ghoul reaver found in the Commonwealth in 2287.,Feral Ghoul Roamer,maleghoul,,maleghoul,Feral ghoul,Male,,299618,480067,YetAnotherModder,75343,49262
/wiki/John_Hatfield,John Hatfield is a feral ghoul found in the Commonwealth in 2287.,Feral Ghoul,maleghoul,,maleghoul,Feral ghoul,Male,,299606,542994,YetAnotherModder,84912,49256
/wiki/Tim_Shoots,Tim Shoots is a feral ghoul reaver in the Commonwealth in 2287.,Feral Ghoul,maleghoul,,maleghoul,Feral ghoul,Male,,299622,542994,YetAnotherModder,84912,49266
/wiki/Eager_Ernie,Eager Ernie is a mob boss of the Triggermen and the owner of the robot racetrack at Easy City Downs in the Commonwealth in 2287.,Eager Ernie,MaleTriggerman,,MaleTriggerman01,Human,Male,,824648,849626,YetAnotherModder,0CF6DA,0C9548
/wiki/Atomic_Dreamz,Atomic Dreamz is a Mister Handy at Easy City Downs in 2287.,Atomic Dreamz,robot_mrhandy,,robotmrhandy,Mister Handy,Male,,979966,981941,YetAnotherModder,0EFBB5,0EF3FE
/wiki/Bob%27s_Your_Uncle,Bob's Your Uncle is a Mister Handy at Easy City Downs in 2287.,Bob's Your Uncle,robot_mrhandy,,robotmrhandy,Mister Handy,Male,,979967,981948,YetAnotherModder,0EFBBC,0EF3FF
/wiki/The_Boston_Blaster,The Boston Blaster is a Mister Gutsy found at Easy City Downs in 2287.,The Boston Blaster,robot_mrgutsy,,robotmrgutsy,Mister Gutsy,Male,,979964,981945,YetAnotherModder,0EFBB9,0EF3FC
/wiki/Fusion%27s_Folly,Fusion's Folly is a Mister Handy that can be found deactivated at Easy City Downs in 2287.,Fusion's Folly,robot_mrhandy,,robotmrhandy,Mister Handy,Male,,981929,981946,YetAnotherModder,0EFBBA,0EFBA9
/wiki/Iron_Maiden,Iron Maiden is an Assaultron at Easy City Downs in 2287.,Iron Maiden,robot_assaultron,,robotassaultron,Assaultron,Female,,979965,981942,YetAnotherModder,0EFBB6,0EF3FD
/wiki/Lady_Lovelace,Lady Lovelace is an Assaultron that can be found deactivated at Easy City Downs in 2287.,Lady Lovelace,robotcompanionfemaleprocessed,,robotassaultron,Assaultron,Female,,981925,981944,YetAnotherModder,0EFBB8,0EFBA5
/wiki/Ol%27_Rusty,Ol' Rusty is an Eyebot at Easy City Downs in 2287.,Ol' Rusty,robotcompanionfemaleprocessed,,RobotEyebot,Eyebot,Male,,979958,979957,YetAnotherModder,0EF3F5,0EF3F6
/wiki/Piece_o%27_Junk,Piece o' Junk is a Mister Handy at Easy City Downs in 2287.,Piece o' Junk,robot_mrhandy,,robotmrhandy,Mister Handy,Male,,979963,981943,YetAnotherModder,0EFBB7,0EF3FB
/wiki/Tin_Man_(Fallout_4),Tin Man is a protectron that can be found deactivated at Easy City Downs in 2287.,Tin Man,robot_assaultron,,robotprotectron,Protectron,,,981930,981947,YetAnotherModder,0EFBBB,0EFBAA
/wiki/Eleanor,Not much is known about Eleanor except what can be found in a note found in her trailer northwest of Fairline Hill Estates.,Eleanor,FemaleRough,,FemaleRough,Human,Female,,1974079,1974083,YetAnotherModder,1E1F43,1E1F3F
/wiki/Teddy,Teddy can be found trapped in a cage due north of Fairline Hill Estates.,Teddy,maleghoul,,CrFeralDogVoice,Dog,Male,,2122100,2122099,YetAnotherModder,206173,206174
/wiki/Abigail_Finch,Abigail Finch is a farmer living on Finch farm in 2287.,Abigail Finch,FemaleBoston,,FemaleBoston,Human,Female,,285748,258604,YetAnotherModder,03F22C,045C34
/wiki/Abraham_Finch,Abraham Finch is a farmer living at Finch farm in 2287.,Abraham Finch,MaleBoston,,MaleBoston,Human,Male,,285749,258621,YetAnotherModder,03F23D,045C35
/wiki/Daniel_Finch,Daniel Finch is a merchant at Finch farm in 2287.,Daniel Finch,MaleEvenToned,,MaleRough,Human,Male,,285750,258603,YetAnotherModder,03F22B,045C36
/wiki/Bean,Bean is a Mister Handy at the General Atomics Galleria in 2287.,Bean,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,948990,948988,YetAnotherModder,0E7AFC,0E7AFE
/wiki/Cook_Handy,Cook Handy is a Mister Handy found at the General Atomics Galleria in 2287.,Cook Handy,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,955262,955051,YetAnotherModder,0E92AB,0E937E
/wiki/Crisp,Crisp is a Mister Handy found at the General Atomics Galleria in 2287.,Crisp,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,949101,949083,YetAnotherModder,0E7B5B,0E7B6D
/wiki/Danny_(Mister_Handy),Danny is a Mister Handy found at the General Atomics Galleria in 2287.,Danny,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,938574,938569,YetAnotherModder,0,0E524E
/wiki/Greeter,The Greeter is a Mister Handy found at the General Atomics Galleria in 2287.,Greeter,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,1037506,1037504,YetAnotherModder,0FD4C0,0FD4C2
/wiki/Kingpin_(Mister_Handy),Kingpin is a Mister Handy found at the General Atomics Galleria in 2287.,Kingpin,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,961694,1407654,YetAnotherModder,157AA6,0EAC9E
/wiki/Lane_(Mister_Handy),Lane is a Mister Handy found at the General Atomics Galleria in 2287.,Lane,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,1039695,1407656,YetAnotherModder,157AA8,0FDD4F
/wiki/Mack_(Mister_Handy),Mack is one of two pugilist Mister Handies found in Madden's gym inside the General Atomics Galleria.,Mack,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,938572,938568,YetAnotherModder,0,0E524C
/wiki/Reg,Reg is a Mister Handy found at the Fallon's in the General Atomics Galleria in 2287.,Reg,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,1039678,953675,YetAnotherModder,0E8D4B,0FDD3E
/wiki/Split,Split is a Mister Handy found at the General Atomics Galleria in 2287.,Split,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,1039692,1407653,YetAnotherModder,157AA5,0FDD4C
/wiki/Sprocket,Sprocket is a Mister Handy found at the General Atomics Galleria in 2287.,Sprocket,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,955265,953681,YetAnotherModder,0E8D51,0
/wiki/Strike,Strike is a Mister Handy found at the General Atomics Galleria in 2287.,Strike,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,1039689,1407655,YetAnotherModder,157AA7,0FDD49
/wiki/Tenpin,Tenpin is a Mister Handy found at the General Atomics Galleria in 2287.,Tenpin,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,955229,955213,YetAnotherModder,0E934D,0E935D
/wiki/The_Champ,The Champ is a Mister Handy found at the General Atomics Galleria in 2287.,The Champ,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,938567,938566,YetAnotherModder,0,0
/wiki/Director_(Fallout_4),The Director is a Mister Gutsy in charge of operations at the General Atomics Galleria in 2287.,Director,robot_mrgutsy,,robotmrgutsy,Mister Gutsy,Male,,1025808,290060,YetAnotherModder,046D0C,0FA710
/wiki/Torte,Torte is a Mister Handy found at the General Atomics Galleria in 2287.,Torte,robot_mrhandy,,RobotMrHandy,Mister Handy,,,949124,949100,YetAnotherModder,0E7B6C,0E7B84
/wiki/Waitron,The waitron is a Mister Handy found at the General Atomics Galleria in 2287.,Waitron,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,955261,955050,YetAnotherModder,0E92AA,0E937D
/wiki/AJ,AJ is a chem dealer operating in Goodneighbor in 2287.,AJ,maleraider02,,NPCMAJ,Human,Male,,1140809,912683,YetAnotherModder,0DED2B,116849
/wiki/Bobbi_No-Nose,Bobbi No-Nose is a mobster living in Goodneighbor in 2287.,Bobbi No-Nose,bobbinonose,,NPCFBobbiNoNose,Ghoul,Female,,161418,161412,YetAnotherModder,27684,02768A
/wiki/Daisy_(Fallout_4),Daisy is a ghoul merchant living in Goodneighbor in 2287.,Daisy,femaleghoul,,NPCFDaisy,Ghoul,Female,,141651,141650,YetAnotherModder,22952,22953
/wiki/Fahrenheit,"Fahrenheit is the bodyguard and current ""main squeeze"" of John Hancock in 2287.",Fahrenheit,femaleboston,,NPCFFahrenheit,Human,Female,,140824,140822,YetAnotherModder,22616,22618
/wiki/Finn_(Fallout_4),Finn is a thug living in Goodneighbor in 2287.,Finn,maleraider02,,NPCMFinn,Human,Male,,210311,210309,YetAnotherModder,33585,33587
/wiki/John_Hancock,"John Hancock (born John McDonough) is a ghoul living in Goodneighbor in 2287, serving as the settlement's mayor in Fallout.",Hancock,Hancock,,NPCMHancock,Ghoul,Male,,140821,140819,YetAnotherModder,22613,22615
/wiki/KL-E-0,KL-E-0 (or Kleo) is a friendly Assaultron merchant in Goodneighbor in 2287.,KL-E-0,robotcompanionfemaledefault,,RobotAssaultron,Assaultron,Female,,141519,141518,YetAnotherModder,0228CE,0228CF
/wiki/Sammy_(Fallout_4),Sammy is a deceased synth on the streets of Goodneighbor in 2287.,Sammy,MaleEvenToned,,MaleRough,Synth,Male,,1433204,1433203,YetAnotherModder,15DE73,15DE74
/wiki/Wayne_Delancy,Wayne Delancy is an assassin living in the town of Goodneighbor in 2287.,Wayne Delancy,MaleEvenToned,,MaleRough,Human,Male,,261834,261832,YetAnotherModder,03FEC8,03FECA
/wiki/Clair_Hutchins,"Clair Hutchins is the manager of Hotel Rexford, Goodneighbor in 2287.",Clair Hutchins,femaleboston,,NPCFClairHutchins,Human,Female,,141021,141020,YetAnotherModder,0226DC,0226DD
/wiki/Fred_Allen,"Fred Allen is an associate of Marowski, responsible for the distribution of his chems at the Hotel Rexford in Goodneighbor in 2287.",Fred Allen,maleboston,,NPCMFredAllen,Human,Male,,141018,141017,YetAnotherModder,0226D9,0226DA
/wiki/Marowski,"Marowski is a major chem supplier in the Commonwealth, living in Goodneighbor in 2287.",Marowski,maleboston,,NPCMMarowski,Human,Male,,141027,141026,YetAnotherModder,22600,226000
/wiki/Rufus_Rubins,"Rufus Rubins is the resident handyman and mechanic of Goodneighbor, living in the Hotel Rexford in 2287.",Rufus Rubins,MaleEvenToned,,MaleEvenToned,Human,Male,,1580545,107093,YetAnotherModder,01A255,1810
/wiki/Stan_Slavin,"Stan Slavin is a bodyguard working for Marowski, living with his boss at the Hotel Rexford in Goodneighbor in 2287.",Stan Slavin,maleboston,,NPCMStanSlavin,Human,Male,,141024,141023,YetAnotherModder,0226DF,226
/wiki/Vault-Tec_rep,"The Vault-Tec representative, more commonly known as the Vault-Tec rep, was a door-to-door salesman working for Vault-Tec in 2077.",Vault-Tec Rep,MaleGhoul,,NPCMVaultTecRep,Human,Male,,704416,704414,YetAnotherModder,0ABF9E,031FB4
/wiki/Vault-Tec_rep,"The Vault-Tec representative, more commonly known as the Vault-Tec rep, was a door-to-door salesman working for Vault-Tec in 2077.",Vault-Tec Rep,MaleGhoul,,NPCMVaultTecRepGhoul,Ghoul,Male,,204724,204723,YetAnotherModder,031FB3,031FB4
/wiki/Amari,"Doctor Amari is a scientist in the Memory Den in Goodneighbor, and an agent of the Railroad in 2287.",Doctor Amari,Doctor Amari,,NPCFDoctorAmari,Human,Female,,632451,632448,YetAnotherModder,09A680,09A683
/wiki/Irma,Irma is the co-proprietress of the Memory Den in Goodneighbor in 2287.,Irma,femaleboston,,NPCFIrma,Human,Female,,141478,141477,YetAnotherModder,0228A5,0228A6
/wiki/Kent_Connolly,"Kent Connolly is a ghoulified radio technician, operating out of his studio in the Memory Den in Goodneighbor, in 2287.",Kent Connolly,maleghoul,,NPCMKentConnolly,Ghoul,Male,,141484,141482,YetAnotherModder,0228AA,0228AC
/wiki/Sonya,Sonya is a modified Eyebot used for tunneling.,Sonya,robotcompanionfemaledefault,,RobotEyebot,ModifiedEyebot,Male,,1178670,821599,YetAnotherModder,0C895F,11FC2E
/wiki/Barnes_(Fallout_4),Barnes is a Gunner living in the Commonwealth in 2287.,Barnes,maleboston,,NPCMBarnes,Human,Male,,214660,214656,YetAnotherModder,34680,34684
/wiki/Ham,Ham is the bouncer of the Third Rail.,Ham,maleghoul,,NPCMHam,Ghoul,Male,,140942,140940,YetAnotherModder,02268C,02268E
/wiki/Magnolia,"Magnolia is a singer performing at the Third Rail, a bar in Goodneighbor in 2287.",Magnolia,femaleeventoned,,NPCFMagnolia,Synth,Female,,140939,140938,YetAnotherModder,02268A,02268B
/wiki/Robert_MacCready,"Robert Joseph ""RJ"" MacCready is a mercenary and possible companion in Fallout.",MacCready,MacCready,,NPCMMacCready,Human,Male,,174247,160782,YetAnotherModder,02740E,02A8A7
/wiki/Whitechapel_Charlie,Whitechapel Charlie is a unique Mister Handy in Fallout.,Whitechapel Charlie,robot_mrhandy,,RobotWhitechapelCharlie,Mister Handy,Male,,140936,140935,YetAnotherModder,22687,22688
/wiki/Winlock,Winlock is a Gunner living in the Commonwealth in 2287.,Winlock,maleboston,,NPCMWinlock,Human,Male,,214659,214655,YetAnotherModder,03467F,34683
/wiki/Supervisor_Brown,"Supervisor Brown is a Mister Handy operating at Graygarden in 2287
Supervisor Brown is a modified Mister Handy model robot with a distinct male voice.",Supervisor Brown,robot_mrhandy,,RobotSupervisorBrown,Mister Handy,Male,,988310,988306,YetAnotherModder,0F1492,0F1496
/wiki/Supervisor_Greene,Supervisor Greene is a Mister Handy in 2287 at Graygarden as a merchant.,Supervisor Greene,robot_mrhandy,,RobotSupervisorGreene,Mister Handy,Male,,988309,988308,YetAnotherModder,0F1494,0F1495
/wiki/Supervisor_White,Supervisor White is a modified Mister Handy with a female personality and white paint found in Graygarden in 2287.,Supervisor White,robotcompanionfemaledefault,,RobotSupervisorWhite,Mister Handy,Female,,133706,133703,YetAnotherModder,020A47,020A4A
/wiki/T.S._Wallace,T.,T. S. Wallace,maleboston,,NPCMTSWallace,Human,Male,,665460,497029,YetAnotherModder,79585,0A2774
/wiki/K1-98,K1-98 or Jenny is a runaway synth in the Commonwealth in 2287.,K1-98,tinadeluca,,NPCFK1-98,Synth,Female,,413181,323554,YetAnotherModder,04EFE2,064DFD
/wiki/Z2-47,Z2-47 is a synth courser working for the Institute in 2287.,Z2-47,institutecoursermale,,NPCMZ2-47,Synth,Male,,413180,323564,YetAnotherModder,04EFEC,064DFC
/wiki/Wes,Captain Wes is the commanding officer of the division of the Gunners operating out of Gunners plaza.,Captain Wes,GangOperatorMale02,,GunnersMale02,Human,Male,,1725296,1732879,YetAnotherModder,1A710F,1A5370
/wiki/Cruz,Cruz is a Gunner inside Gunners plaza in 2287.,Cruz,GangOperatorMale01,,GunnersMale01,Human,Male,,321869,1732878,YetAnotherModder,1A710E,04E94D
/wiki/Ryder,Ryder is a member of the Gunners in the Commonwealth in 2287.,Ryder,GangOperatorMale02,,GunnersMale02,Human,Male,,530633,1732877,YetAnotherModder,1A710D,0818C9
/wiki/Gabriel_(Fallout_4),"Gabriel, designation B5-92, is an escaped synth turned raider living in the Commonwealth in 2287.",Gabriel,MaleRaider02,,RaiderMale02,Synth,Male,,931655,925949,YetAnotherModder,0E20FD,0
/wiki/James_Wire,James Wire[1] (simply referred to as Wire in-game) is a raider living in the Commonwealth in 2287.,Wire,MaleRaider01,,RaiderMale01,Human,Male,,1697044,713030,YetAnotherModder,0AE146,19E514
/wiki/Theodore_Collins,"Theodore ""Theo"" Collins is the man running Longneck Lukowski's Cannery in 2287.",Theodore Collins,maleboston,,NPCMTheodoreCollins,Human,Male,,251978,251956,YetAnotherModder,03D834,03D84A
/wiki/Rylee,Trader Rylee is a trader from Vault 81 in Fallout.,Trader Rylee,femaleboston,,NPCFTraderRylee,Human,Female,,258035,258034,YetAnotherModder,03EFF2,03EFF3
/wiki/Avery_(Fallout_4),Avery is a raider living in the Commonwealth in 2287.,Avery,femaleboston,,NPCFAvery,Human,Female,,528631,284416,YetAnotherModder,45700,0810F7
/wiki/Sinjin,Sinjin is a ghoulified raider leader in the Commonwealth in 2287.,Sinjin,maleghoul,,NPCMSinjin,Ghoul,Male,,291253,291252,YetAnotherModder,0471B4,0471B5
/wiki/Shelly_Tiller,Shelly Tiller is a wastelander and an assassination target found hiding on the second floor of the National Guard training yard in the Commonwealth in 2287.,Shelly Tiller,FemaleEvenToned,,FemaleEvenToned,Human,Female,,924968,924967,YetAnotherModder,0E1D27,0E1D28
/wiki/Kyle_(dog),Kyle is a dog living in the Commonwealth in 2287.,Kyle,maleghoul,,crraiderdogvoice,Dog,Male,,2077162,2077161,YetAnotherModder,1FB1E9,1FB1EA
/wiki/Kate_(dog),Kate is a dog living in the Commonwealth in 2287.,Kate,femaleghoul,,crraiderdogvoice,Dog,Female,,2077165,2077163,YetAnotherModder,1FB1EB,1FB1ED
/wiki/Alissa,Alissa is a mongrel living in the Commonwealth in 2287.,Alissa,femaleghoul,,crraiderdogvoice,Mongrel,Female,,2077166,2077164,YetAnotherModder,1FB1EC,1FB1EE
/wiki/Lefty,Lefty is a leader of a group of raiders living in the Commonwealth in 2287.,Lefty,MaleRaider01,,RaiderMale01,Human,Male,,763157,1733447,YetAnotherModder,1A7347,0BA515
/wiki/Lorenzo_Cabot,"Lorenzo Cabot is the patriarch of the Cabot family, imprisoned in the basement of Parsons State Insane Asylum in the Commonwealth in 2287.",Lorenzo Cabot,maleold,,NPCMLorenzoCabot,Human(psychic),Male,,294598,294597,YetAnotherModder,047EC5,047EC6
/wiki/Maria_(Fallout_4),Maria is the leader of an mercenary group living in the Commonwealth in 2287.,Maria,femaleboston,,NPCFParsonsGuardCaptain,Human,Female,,307856,307854,YetAnotherModder,04B28E,04B290
/wiki/Pickman,Pickman is a serial killer and self-described artist living in Pickman Gallery in the Commonwealth.,Pickman,maleboston,,NPCMPickman,Human,Male,,306510,306509,YetAnotherModder,04AD4D,04AD4E
/wiki/Slab,Slab is the leader of a raider gang in 2287 and multiple of his members have been kidnapped by a serial killer known as Pickman.,Slab,MaleRaider01,,RaiderMale01,Human,Male,,306489,1484382,YetAnotherModder,16A65E,04AD39
/wiki/Baker,Sergeant Baker is one of the residing Gunner leaders at the Quincy ruins.,Baker,GangOperatorMale01,,GunnersMale01,Human,Male,,103423,1730460,YetAnotherModder,1A679C,0193FF
/wiki/Clint,Lieutenant Clint is the commanding officer of the Gunners stationed in Quincy ruins in 2287.,Clint,GangOperatorMale02,,GunnersMale02,Human,Male,,568442,1730462,YetAnotherModder,1A679E,08AC7A
/wiki/Bullet,Bullet is a Gunner operating out of Quincy in 2287.,Bullet,MaleBoston,,NPCMBullet,Human,Male,,167352,167348,YetAnotherModder,028DB4,028DB8
/wiki/Slough,Slough is a raider leader living in the Commonwealth in 2287.,Slough,MaleRaider02,,RaiderMale02,Ghoul,Male,,2127340,2127339,YetAnotherModder,2075EB,2075EC
/wiki/Tessa,Tessa is a member of the Gunners in the Commonwealth in 2287.,Tessa,FemaleRaider01,,RaiderFemale01,Human,Female,,103393,1730458,YetAnotherModder,1A679A,1930
/wiki/Carol_Peabody,"Carol Peabody is a ghoul living in her house located near the ruins of Quincy, in 2287.",Carol Peabody,FemaleGhoul,,FemaleGhoul,Ghoul,Female,,174212,174141,YetAnotherModder,02A83D,02A884
/wiki/Matt_Peabody,Matt Peabody is a ghoul living in his house located near the ruins of Quincy in 2287.,Matt Peabody,MaleGhoul,,MaleGhoul,Ghoul,Male,,174211,174140,YetAnotherModder,02A83C,02A883
/wiki/Deacon,Deacon (real name unknown)[1] is an enigmatic agent of the Railroad in 2287.,Deacon,Deacon,,NPCMDeacon,Human,Male,,330102,285385,YetAnotherModder,045AC9,50976
/wiki/Desdemona,"Desdemona, also known by her nickname Dez, is the leader of the secretive underground movement known as the Railroad in the Commonwealth in 2287.",Desdemona,Desdemona,,NPCFDesdemona,Human,Female,,329965,285393,YetAnotherModder,045AD1,0508ED
/wiki/Stanley_Carrington,Doctor Stanley Carrington[1] is the medic and the second-in-command of the Railroad in 2287.,Doctor Carrington,vaulttecscientist,,NPCMDoctorCarrington,Human,Male,,330064,285389,YetAnotherModder,045ACD,50950
/wiki/Drummer_Boy,Drummer Boy is the primary courier and liaison for the Railroad in 2287.,Drummer Boy,MaleEvenToned,,MaleEvenToned,Human,Male,,424143,424142,YetAnotherModder,0678CE,0678CF
/wiki/Glory,"Glory, originally G7-81,[1] is a synth member of the Railroad in 2287.",Glory,Glory,,NPCFGlory,Synth,Female,,329966,285391,YetAnotherModder,045ACF,0508EE
/wiki/Tims,Mister Tims is an agent of the Railroad living in the Commonwealth in 2287.,Mister Tims,MaleBoston,,MaleBoston,Human,Male,,1590969,1590962,YetAnotherModder,1846B2,1846B9
/wiki/Predictive_Analytic_Machine,The P.,P.A.M.,PAM,,RobotPAM,Computer AIModifiedAssaultron[1],Female,,329964,285395,YetAnotherModder,045AD3,0508EC
/wiki/Tinker_Tom,"Thomas Weatherby, colloquially known as Tinker Tom (or TT in code),[1] is the quartermaster and primary repairman for the Railroad, operating in the Commonwealth in 2287.",Tinker Tom,maleboston,,NPCMTinkerTom,Human,Male,,329962,285387,YetAnotherModder,045ACB,0508EA
/wiki/Codsworth,"Codsworth is a domestic-model Mister Handy purchased by the Sole Survivor, in service to them and their family before the Great War in Sanctuary Hills, as a butler from 2077 to 2287.",Codsworth,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,117373,96767,YetAnotherModder,0179FF,01CA7D
/wiki/Nate,Nate is a pre-War resident of Sanctuary Hills in 2077 and one of the two possible player characters available during character creation in Fallout.,Nate,Nate,,PlayerVoiceMale01,Human,Male,,687415,353979,YetAnotherModder,0566BB,0A7D37
/wiki/Nora,Nora is a pre-War resident of Sanctuary Hills in 2077 and one of the two possible player characters available during character creation in Fallout.,Nora,Nora,,PlayerVoiceFemale01,Human,Female,,687416,353980,YetAnotherModder,0566BC,0A7D38
/wiki/Shaun,"Shaun, also known as Father, is the son of the Sole Survivor and is the director of the Institute in 2287.",Father,Shaun,,NPCMShaun60,Human,Male,,377655,172442,YetAnotherModder,02A19A,05C337
/wiki/Able_(male),Mr.,Mr. Able,MaleOld,,NPCMMrAble,Human,Male,,777727,777723,YetAnotherModder,0BDDFB,0BDDFF
/wiki/Able_(female),Mrs.,Mrs. Able,femaleboston,,NPCFMrsAble,Human,Female,,777728,777725,YetAnotherModder,0BDDFD,0BDE00
/wiki/Callahan_(male),Mr.,Mr. Callahan,maleboston,,NPCMMrCallahan,Human,Male,,1417692,1417688,YetAnotherModder,15A1D8,15A1DC
/wiki/Callahan_(female),Mrs.,Mrs. Callahan,femaleboston,,NPCFMrsCallahan,Human,Female,,1417693,1417689,YetAnotherModder,15A1D9,15A1DD
/wiki/Cofran_(male),Mr.,Mr. Cofran,MaleEvenToned,,MaleEvenToned,Human,Male,,245174,245173,YetAnotherModder,03BDB5,03BDB6
/wiki/Cofran_(female),Mrs.,Mrs. Cofran,FemaleEvenToned,,FemaleEvenToned,Human,Female,,245176,245175,YetAnotherModder,03BDB7,03BDB8
/wiki/Cindy_Cofran,Cindy Cofran is a deceased resident of Vault 111.,Cindy Cofran,FemaleEvenToned,,FemaleEvenToned,Human,Female,,245184,245177,YetAnotherModder,03BDB9,03BDC0
/wiki/DiPietro,"According to Hawthorne, a chem dealer who lived in Sanctuary Hills before the Great War, DiPietro was very high strung.",Mr. DiPietro,MaleEvenToned,,MaleEvenToned,Human,Male,,245172,245171,YetAnotherModder,03BDB3,03BDB4
/wiki/Donoghue_(male),Mr.,Mr. Donoghue,maleghoul,,NPCMMrDonoghue,Ghoul,Male,,777740,777735,YetAnotherModder,0BDE07,0BDE0C
/wiki/Donoghue_(female),Mrs.,Mrs. Donoghue,femaleghoul,,NPCFMrsDonoghue,Ghoul,Female,,777739,777737,YetAnotherModder,0BDE09,0BDE0B
/wiki/Parker_(male),Mr.,Neighbor,maleghoul,,NPCMMrParker,Ghoul,Male,,777734,777729,YetAnotherModder,0BDE01,0BDE06
/wiki/Parker_(female),Mrs.,Neighbor,femaleghoul,,NPCFMrsParker,Ghoul,Female,,777733,777731,YetAnotherModder,0BDE03,0BDE05
/wiki/Russell,Mr.,Mr. Russell,maleboston,,NPCMMrRussell,Human,Male,,1173397,1173396,YetAnotherModder,11E794,11E795
