"﻿name,voice_model",bio,,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
"Drelas,MaleElfHaughty",Drelas is a Dunmer mage who resides in his cottage in the mountains of northern Whiterun Hold.,,/wiki/Drelas,DunmerMaleHaughty,MaleElfHaughty,Dunmer,Male,Elf,0DFA75,0E76C9,,cs,Shawn - not started. Fixed voice model
"East Empire Dockworker,MaleBrute",He is an employee of the East Empire Company who works at the East Empire Company Warehouse in Solitude.,,/wiki/East_Empire_Dockworker,MaleBrute,MaleBrute,Nord,Male,Human,07E5EE,07E5EB,,en,Shawn - started
"Lillde Tale-Seeker,FemaleSultry",I am a Nord historian.,,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Lily,FemaleSultry","Lily: I'm Lily, an eager Nord woman, ready to make the night memorable for those who seek my services.",,NordFemaleSultry,,Nord,Female,Human,00D1D1,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Lonely Hunter,FemaleArgonian","I am the Lonely Hunter, a female Argonian vampire slayer who faced the personal challenge of isolation in the frozen expanses of Dawnstar.",,ArgonianFemale,FemaleArgonian,Argonian,Female,Argonian,,,"Andagne (Erzebet, Linsha, Rjoda)",tr,
"Loriel,FemaleElfHaughty","I am Loriel, a female Bosmer who faced the trials of survival and self-reliance in the untamed landscapes of Valenwood.",,BosmerFemaleHaughty,FemaleElfHaughty,Bosmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,
"Lost Soul,MaleBrute","I am the Lost Soul, an ancient Blade warrior who patrolled the ruins of the Blades, facing the solitude and eternal duty to protect.",,NordMaleBrute,MaleBrute,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Lucian Losse,MaleSlyCynical","Amidst the shadowy woods of Falkreath, Lucian Losse, a Fox warrior, aspired to carve his name among Skyrim's elite warriors.",,BosmerMaleSlyCynical,MaleSlyCynical,Bosmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,
"Lyell Ghattz,MaleWarlock","Within the ancient halls of Markarth, Lyell Ghattz emerged as a Dremora monk, guided by a desire to master unarmed combat.",,DremoraMale,,Dremora,Male,Daedric,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Lyra Nightingale,FemaleElfHaughty","I am Lyra,  a Wild Elf, a descendant of Ayleid refugees to Valenwood, and Bosmer.",,AltmerFemaleHaughty,lyravoice,Altmer,Female,Elf,780,12457,"Andagne (Erzebet, Linsha, Rjoda)",pl,"Still Anna Castiglioni voice acted, but different enough performance that FemaleElfHaughty has been assigned."
"Lysandra,FemaleSultry","First met at the Old Hroldan Inn, Lysandra's life in Skyrim is a tale of unexpected encounters and new beginnings.",,AltmerFemaleSultry,FemaleSultry,Altmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",pl,
"M'kela Unbari,FemaleElfHaughty","M'kela Unbari (High Elf): From the golden shores of Summerset Isles, I, a High Elf, mastered the art of persuasion and diplomacy.",,AltmerFemaleHaughty,,Altmer,Female,Elf,830,,"Andagne (Erzebet, Linsha, Rjoda)",pl,Unknown voice
"M'rissi,M'rissi","In the hustle and bustle of Riften, you found me, M'rissi, a Khajiit grappling with the shadows of a forgotten past.",,M'rissi,mrtmrissivoice,Khajiit,Female,Khajiit,,00AA19,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Maisa,FemaleSultry","I am Maisa, a fiery crossbred of Breton and Ayleid lineage, mysteriously transported from a distant era into the tumultuous world of present-day Skyrim.",,AyleidFemale,FemaleShrill,Ayleid,Female,Ayleid,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Malai'a,Tikridvoice","I am Malai'a, a female Khajiit from Scenchal, way down on the southern tip of Elsweyr.",,NordFemaleSultry,malaiavoice,Khajiit,Female,Khajiit,10D68E,10C91B,"Andagne (Erzebet, Linsha, Rjoda)",cs,"Anna VA, sounds very similar to Tikrid, so that model has been assigned"
"Malerith,FemaleSultry","Having met the Player at Rorikstead's FrostFruit Inn, Malerith's life is a blend of rest and resolve.",,AltmerFemaleSultry,FemaleElfHaughty,Altmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",pl,
"Manya Espinoza,FemaleCondescending","Amidst the somber halls of Whiterun's Hall of the Dead, I am Manya Espinoza, a Breton vampire, wielding flame spells with finesse as a fearsome spellsword.",,BretonFemaleCondescending,FemaleCondescending,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Mareen Nightthorn,FemaleSultry","I am Maureen, a Bosmer rogue who resides in the Dawnstar Windpeak Inn and later at the Nightgate Inn.",,BosmerFemaleSultry,mareenvoice,Bosmer,Female,Elf,10EF43,10EE2C,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Martina Felanis,FemaleCommander","Martina Felanis (Imperial): Born within the heart of the Empire, I, an Imperial, mastered the art of persuasion and swordplay.",,ImperialFemale,FemaleCommander,Imperial,Female,Human,493,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Matus Mico,MaleEvenToned","As a cook, I take pride in my ability to create delicious meals for my customers.",,NordMale,MaleNord,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Maven's Bodyguard,MaleBrute","Maven's Bodyguard: A scarred Nord bodyguard, loyal to Maven Black-Briar and ready to defend her at any cost.",,NordMale,,Nord,Male,Human,002DC6,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Maya Erathal,FemaleNord","Maya Erathal (Nord): From the sacred city of Markarth, I, a Nord, faced the Dwemer ruins' mysteries.",,NordFemale,FemaleNord,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mercenary,MaleBrute","Mercenary (Brute): I am a formidable Nord mercenary, known for my strength and prowess in battle.",,MaleBrute, MaleBrute,Nord,Male,Human,01949D,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mercenary,MaleBrute","Mercenary: A hardened Nord mercenary, I've seen my share of battles and I'm always ready for the next one.",,MaleBrute,MaleBrute,Nord,Male,Human,02F8FE,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mercenary,MaleBrute","Mercenary: A formidable Elder mercenary, my brawn matched only by the strategic mind that guides it.",,ElderMaleBrute,MaleBrute,Elder,Male,Human,0887D8,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mercenary,MaleBrute","Mercenary: A fierce Elder Nord mercenary, my strength matched only by my battle-hardened experience.",,ElderMaleBrute,MaleBrute,Elder,Male,Human,03EC14,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Meryth Halle,FemaleSultry","In the enigmatic aura of Riften, Meryth Halle, a Goat mystic, sought to unravel the mysteries of alchemy.",,BosmerFemaleCommoner,FemaleEvenToned,Bosmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Milette Rikku,MirabelleErvine","Milette Rikku (Breton): Bred in the mystical realms of High Rock, I, a Breton, embraced the art of enchanting.",,BretonFemale,MirabelleErvine,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Min Cerafi,MaleArgonian","Solitude's grandeur beckoned, and Min Cerafi, an Argonian mage necromancer, answered the call to master the forbidden arts.",,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,,,"Andagne (Erzebet, Linsha, Rjoda)",tr,
"Mira Durenni,FemaleHighElf","Mira Durenni: Born under the radiant sun of Alinor, I mastered the art of restoration and protection spells.",,AltmerFemale,FemaleHighElf,Altmer,Female,Elf,176,,"Andagne (Erzebet, Linsha, Rjoda)",pl,
"Mira's Skeleton,MaleWarlock","Mira's Skeleton (Skeleton): Once a servant of the powerful necromancer Mira, I, now a reanimated skeleton, seek redemption.",,BretonMale,,Skeleton,Male,Human,181,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Mira's Undead Mage,MaleNord","Mira's Undead Mage (Nord): Once a follower of the necromancer Mira, I, now an undead mage, seek redemption for past deeds.",,NordMale,MaleNord,Nord,Male,Human,189,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mira's Undead Mage,MaleNord","Mira's Undead Mage (Nord): Twisted by the dark arts of the necromancer Mira, I, now an undead mage, yearn for liberation.",,NordMale,MaleNord,Nord,Male,Human,18B,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mira's Undead Mage,FemaleNord","Mira's Undead Mage (Nord): Once ensnared by the necromancer Mira, I, now an undead mage, break free from dark influences.",,NordFemale,FemaleNord,Nord,Female,Human,18D,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Miria,FemaleSultry","Amidst the towering trees of Valenwood, I, Miria, emerged from an upbringing that echoed with the harmonious rhythms of the Bosmer way of life.",,BosmerFemaleSultry,FemaleSultry,Bosmer,Female,Elf,3329,3490,"Andagne (Erzebet, Linsha, Rjoda)",hu,
"Moira,FemaleCommander","I'm Moira, a thief drawn to mischief and deception.",,NordFemaleCommander,FemaleCommander,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Mordyctus Ephine,MaleCondescending","Mordyctus Ephine (Breton): Bred in the magical realms of High Rock, I, a Breton, became adept in the arts of illusion and trickery.",,BretonMale,MaleCondescending,Breton,Male,Human,AC8,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Mustikka,FemaleSultry","I am Mustikka, a sharp-witted Ayleid/Breton hybrid displaced from an era long past in the Elder Scrolls lore, emerging here in the realm of Skyrim.",,AyleidFemale,FemaleShrill,Ayleid,Female,Ayleid,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Mzetadata,MaleCondescending","I am Mzetadata, a former slave of the Dwemer who was created to be an assassin soldier in the Falmer wars.",,NordMale,datavoice,,Neither,Beast,068D23,067C66,"Andagne (Erzebet, Linsha, Rjoda)",pt,Sounds kinda similar to MaleCondescending
"Nadina,Amaleevoice","I am Nadina Halahm, a warrior who dual-wields messers.",,Amalee,nadinavoice,Redguard,Female,Human,10F336,10FE13,"Andagne (Erzebet, Linsha, Rjoda)",ar,"Anna VA, but Australian accent"
"Naglfar,MaleElfHaughty","Naglfar: I am Naglfar, a rebellious Altmer teen, challenging the norms and expectations placed upon me.",,AltmerMaleHaughty,,Altmer,Male,Elf,0EA0ED,,"Andagne (Erzebet, Linsha, Rjoda)",pl,Unknown voice
"Nathyn Tyraim,MaleEvenToned",I am a Dunmer twin to Avus Tyraim.,,DunmerMale,,Dunmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Natilde,FemaleSultry","My name is Natilde, a proud Nord blacksmith thrust into Skyrim, where my forge in Windhelm bears witness to countless battles, and my mighty hammer shapes legendary weapons that echo tales of valor and honor.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Neira,FemaleChild","Neira: I'm Neira, a young Nord girl, my innocence at odds with the harsh realities of Skyrim.",,NordFemaleChild, FemaleChild,Nord,Female,Human,0924BC,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Nether Valley,FemaleDarkElf","Raven Rock's eerie landscapes witnessed the transformation of Nether Valley, a Vampire Bat mage conjurer, harboring ambitions to master the arcane.",,DunmerFemale,FemaleDarkElf,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Nilvas Reinhardt,Isran","Within the stronghold of Dushnikh Yal, I am Nilvas Reinhardt, a Redguard, embracing the path of a two-handed warrior and paladin.",,Isran,,Redguard,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice
"Nina,FemaleSultry","Greetings, I am Nina, a spirited and resourceful Nord, and I call the Sleeping Giant Inn in Riverwood home.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Novor  ,MaleDunmer","I'm Novor, a mage who dabbles in the 'questionable' arts.",,DunmerMale,MaleDarkElf,Dunmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Octavia Duskfell,FemaleDarkElf","Dragon Bridge's formidable cliffs shaped the destiny of Octavia Duskfell, a Dragon spellsword, fueled by an unyielding desire to master both magic and swordsmanship.",,DunmerFemale,FemaleDarkElf,Dunmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Oleander Fitzel,Gelebor","Amidst the frigid embrace of Dawnstar, Oleander Fitzel, a Snow Elf mage destruction, sought to harness the power of destruction magic.",,SnowElfMaleSnowElf,,Snow Elf,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Olvir,MaleChild","Olvir: I am Olvir, a Nord child with dreams and aspirations, navigating the challenges of youth.",,NordMaleChild, MaleChild,Nord,Male,Human,092A40,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Orben  ,MaleEvenToned","I'm Orben, an assassin sent from Cyrodiil to monitor recent developments within the Dark Brotherhood.",,BosmerMale,MaleEvenToned,Bosmer,Male,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",hu,Unknown voice
"Patrizia,FemaleNord","I am Patrizia, an Imperial from Cyrodil.",,ImperialFemale,patriziavoice,Imperial,Female,Human,10D80B,10D7D9,"Andagne (Erzebet, Linsha, Rjoda)",pt,Anna VA. Most similar to Isobel from 3DNPC. 
"Patron,MaleDrunk","Patron: A drunken Breton, my jovial demeanor making me the life of the tavern.",,BretonMaleDrunk,MaleDrunk,Breton,Male,Human,027CB6,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Patron,MaleBrute","Patron: I am a brute of a Nord patron, enjoying the company of my fellow tavern-goers.",,MaleBrute,MaleBrute,Nord,Male,Human,01D002,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,MaleOldGrumpy","Patron: I am an older Nord patron, my grumpiness a testament to the hardships I've endured.",,MaleOldGrumpy,MaleOldGrumpy,Nord,Male,Human,01D004,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,MaleNordCommander",Patron (Nord Commander): I am a Nord patron with the commanding presence of a seasoned commander.,,MaleNordCommander,MaleNordCommander,Nord,Male,Human,25189,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,MaleNord","Patron (Male Nord): I am a male Nord patron, relishing the warmth of the tavern and the company of fellow patrons.",,MaleNord,MaleNord,Nord,Male,Human,02518C,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,MaleNord","Patron: A Nord patron, enjoying the company of fellow drinkers in the warmth of the tavern.",,MaleNord,MaleNord,Nord,Male,Human,01D56C,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,MaleBrute","Patron: A Nord patron, enjoying the warmth of the tavern and the camaraderie of fellow patrons.",,MaleBrute,MaleBrute,Nord,Male,Human,024C25,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,FemaleNord","Patron: I am a female Nord patron, enjoying the warmth of the tavern and the company of my fellow patrons.",,NordFemale,FemaleNord,Nord,Female,Human,01949E,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,FemaleNord","Patron: I am a female Nord patron, my demeanor sly and cynical, always reading the room.",,NordFemale,FemaleNord,Nord,Female,Human,01D56E,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,FemaleNord","Patron (Female Nord): I am a female Nord patron, my age and experience evident in the lines on my face and the wisdom in my eyes.",,NordFemale,FemaleNord,Nord,Female,Human,027CB4,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Patron,MaleSoldier","Patron: A Nord soldier, seeking solace and camaraderie in the company of fellow patrons.",,ImperialMaleSoldier,MaleSoldier,Imperial,Male,Human,25190,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Patron,MaleOldGrumpy","Patron: An older Imperial patron, my grumpiness a result of a lifetime of challenges and disappointments.",,ImperialMaleOldGrumpy,MaleOldGrumpy,Imperial,Male,Human,02821A,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Patron,MaleCommander","Patron: I am a commanding Imperial officer, my presence demanding respect and attention.",,ImperialMaleCommander,MaleCommander,Imperial,Male,Human,25191,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Patron,MaleCommoner","Patron: A common Dark Elf patron, navigating the challenges of Skyrim with a blend of caution and curiosity.",,DunmerMaleCommoner,MaleCommoner,Dunmer,Male,Elf,23690,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Patron,MaleElfHaughty","Patron: A Haughty Dark Elf patron, my confidence evident in every calculated move I make.",,DunmerMaleHaughty,MaleElfHaughty,Dunmer,Male,Elf,023BF5,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Pavati O'Riordan,FemaleYoungEager","Raven Rock's volcanic expanse shaped the destiny of Pavati O'Riordan, a Lungaris mage necromancer, on a quest to master the forbidden art of necromancy.",,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Peline Tralecci,FemaleCommander","Peline Tralecci (Imperial): Born within the Imperial City, I, an Imperial, excelled in both archery and diplomacy.",,ImperialFemale,FemaleCommander,Imperial,Female,Human,D6D,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Penelope,FemaleOldKindly","Penelope (Elder): I am Penelope, an Elder in Skyrim, carrying the wisdom of many years.",,ElderFemaleOldKindly,MaleOldGrumpy,Elder,Female,Human,08B8AB,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Piradeeh Twice-bitten,MaleArgonian","Piradeeh Twice-bitten (Argonian): Born in the swamps of Black Marsh, I, an Argonian, earned my name Twice-bitten in battles against the dangers of the marsh.",,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,18F,,"Andagne (Erzebet, Linsha, Rjoda)",tr,
"Poet,FemaleSultry","A barbarian spirit, wild and clear.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Pyrus Selenium,MaleWarlock","In the subterranean depths of Blackreach, I am Pyrus Selenium, a Demon Nightingale with an unwavering desire to ascend as Skyrim's paramount mage.",,DaedricMale,,Daedric,Male,Daedric,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Quari Vanne,FemaleCommander","Solitude cradles my journey as Quari Vanne, a Tengu spellsword, yearning to etch my legacy as Skyrim's preeminent swordsman.",,NordFemaleCommander,FemaleCommander,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Ra'Faraago,MaleKhajiit","Ra'Faraago (Khajiit): From the moonlit deserts of Elsweyr, I, a Khajiit, carry the essence of the night.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,400000000,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Ra'Jhan,MaleKhajiit","Ra'Jhan (Khajiit): Under the twin moons of Elsweyr, I, a Khajiit, embraced the life of a swift and agile thief.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,B90,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Recorder,Recorder","I am Recorder, a diligent student dispatched from a mysterious academy with a peculiar mission that has brought me to the frigid lands of Skyrim.",,NordFemale,0_recorderuniquevoice,Nord,Female,Human,2306,000D70,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Ri'Vassen,MaleKhajiit","Ri'Vassen (Khajiit): From the arid deserts of Elsweyr, I, a Khajiit, navigated the dunes as a master of archery.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,67B,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Riese Pineweld,MaleKhajiit","Amid Falkreath's haunting serenity, I, Riese Pineweld, embark on the pursuit of becoming Skyrim's unrivaled warrior.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Riharai,FemaleKhajiit","I am Riharai, a female Khajiit who embodied the challenges of a wanderer in search of purpose across Elsweyr.",,KhajjitFemale,FemaleKhajiit,Khajiit,Female,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Rohsen,FemaleSultry",I am a master thief who has stolen from some of the wealthiest people in Skyrim.,,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Rondo Iseldor,MaleNord","Rondo Iseldor (Nord): Raised in the northern reaches of Skyrim, I, a Nord, embraced the life of a wandering bard.",,NordMale,MaleNord,Nord,Male,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Ronni Fairyring,FemaleSultry","Within Winterhold's arcane tapestry, I am Ronni Fairyring, a spectral Ghost sorcerer, seeking mastery in conjuration.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Rosanti Anisern,FemaleNord","Rosanti Anisern (Imperial): Born within the heart of Cyrodiil, I, an Imperial, excelled in both speechcraft and diplomacy.",,ImperialFemale,FemaleImperial,Imperial,Female,Human,5A1,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Rowan,FemaleCondescending","I am Rowan, a dedicated mage who delves into the arcane arts of destruction and restoration.",,BretonFemale,FemaleCondescending,Breton,Female,Human,00D4D7,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"S'Dosi,FemaleKhajiit","S'Dosi (Khajiit): Under the watchful moons of Elsweyr, I, a Khajiit, navigated the desert as a skilled merchant.",,KhajiitFemale,,Khajiit,Female,Khajiit,D27,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"S'razim-Dar,FemaleElfHaughty","S'razim-Dar (Khajiit): Born under the moons of Elsweyr, I, a Khajiit, embraced the path of a charismatic thief.",,DunmerFemaleHaughty,FemaleElfHaughty,Dunmer,Female,Elf,AC5,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Sabryna Valerius,MaleKhajiit","Sabryna Valerius (Imperial): From the heart of the Empire, I, an Imperial, mastered both the arts of healing and combat.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,F24,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Safia,FemaleDarkElf","I am Safia, a female Redguard and Dark Brotherhood member who faced the challenges of loyalty and shadows in the Morthal swamps.",,DunmerFemale,FemaleDarkElf,Redguard,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",ar,
"Sairus Kintauk,MaleKhajiit","Riften's lush expanse nurtures my spirit as Sairus Kintauk, a Khajiit-Orc ranger, driven by a profound love for nature.",,KhajiitMale,MaleKhajiit,Khajiit-Orc,Male,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Sanathyn Delas,MaleNord","Sanathyn Delas (Dark Elf): Born amidst the ashlands of Morrowind, I, a Dark Elf, harnessed the power of fire and stealth.",,NordMale,MaleNord,Nord,Male,Human,5FE,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Sandria Merand,FemaleSultry","As an Imperial woman, I am proud of my heritage and my loyalty to the Empire.",,NordFemaleSultry,,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,Unknown voice
"Sarastaa,MaleElfHaughty","I am Sarastaa, an Ayleid mage of ancient lineage, mystically transported from a bygone era, arriving here in the rugged world of Skyrim, accompanied by his secret daughter Johanna, his apprentice Unelma, and his enigmatic granddaughter Ilta, their presence a profound enigma in the land of Nords and dragons.",,AyleidMale,FemaleShrill,Ayleid,Male,Ayleid,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
"Sasha,FemaleSultry","I am Sasha, an enigmatic Breton, and you can often find me at the Moorside Inn in Morthal.",,BretonFemale,FemaleSultry,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Saya,FemaleSultry","I am Saya, a solemn Redguard, and I find solace in the Hall of the Dead in Whiterun.",,RedguardFemale,,Redguard,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",ar,Unknown voice
"Selina Kyle,FemaleSultry","I am Selina Kyle, known throughout High Rock as the enigmatic ""Catwoman.",,/dc.fandom.com/wiki/Catwoman_(Selina_Kyle),BretonFemaleSultry,FemaleSultry,Breton,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Shady Merchant,MaleSlyCynical","Shady Merchant: I'm a discreet merchant operating in the shadows of Markarth, offering goods to those who know where to find me.",,BretonMale,MaleSlyCynical,Breton,Male,Human,06E812,,"Andagne (Erzebet, Linsha, Rjoda)",fr,Unknown voice
"Shalistra,FemaleEvenToned","The melodies that echo through the stone walls of Solitude find their origin in my heart, for I am Shalistra, a bard at the Winking Skeever.",,NordFemaleEvenToned,FemaleEvenToned,Nord,Female,Human,1853,00347F,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Sienna Flavia,FemaleEvenToned","I am Sienna, a versatile combatant who excels in one-handed weapons, archery, and light armor.",,ImperialFemaleEvenToned,FemaleEvenToned,Imperial,Female,Human,9423,,"Andagne (Erzebet, Linsha, Rjoda)",pt,
"Sigeweard,MaleKhajiit","Sigeweard here, summoned from Cyrodiil.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Sighne,FemaleCommander","As Sighne, I am a proud member of the Companions, I await in the noble halls of Jorvaskrr.",,NordFemaleCommander,FemaleCommander,Nord,Female,Human,,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Sigrid,FemaleSultry","I am Sigrid, a powerful warrior who excels in one-handed weapons and heavy armor.",,BretonFemale,FemaleSultry,Breton,Female,Human,14614,,"Andagne (Erzebet, Linsha, Rjoda)",fr,
"Sithe Jumiri,MaleKhajiit","Within Windhelm's frost-laden shadows, I, Sithe Jumiri, a Khajiit assassin, dream of becoming Skyrim's preeminent shadow-dancer.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Skarri,MaleChild","Skarri: I am Skarri, a young Nord child, curious and full of boundless energy.",,NordMaleChild, MaleChild,Nord,Male,Human,092A9B,,"Andagne (Erzebet, Linsha, Rjoda)",en,
"Skjoldran the Committed,MaleKhajiit","Skjoldran the Committed (Nord): Raised in the frozen tundra of Skyrim, my Nord heritage and commitment to honor set me apart.",,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,A5C,,"Andagne (Erzebet, Linsha, Rjoda)",cs,
"Soiree Velinoir,FemaleElfHaughty","In the tranquil enclave of Mara's Eye Pond, I am Soiree Velinoir, an Altmer vampire.",,AltmerFemaleHaughty,FemaleElfHaughty,Altmer,Female,Elf,,,"Andagne (Erzebet, Linsha, Rjoda)",pl,
"Speaks-In-Song,MaleArgonian","As a fisherman, I take pride in my work and the fish that I catch.",,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,,,"Andagne (Erzebet, Linsha, Rjoda)",tr,Unknown voice
"Stalks Silently,MaleArgonian","I am Stalks Silently, a male Argonian thief who navigated the personal challenges of identity and survival in Rorikstead.",,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,,,"Andagne (Erzebet, Linsha, Rjoda)",tr,
"Suspicious Bard,FemaleYoungEager","Suspicious Bard: I'm the fence's voice in Solitude, operating discreetly and always on the lookout for potential deals.",,ImperialFemaleYoungEager,FemaleYoungEager,Imperial,Female,Human,06FD9C,,"Andagne (Erzebet, Linsha, Rjoda)",pt,Unknown voice
"Suspicious Laborer,MaleDunmer","Suspicious Laborer: I'm the fence's voice in Windhelm, operating in the shadows and brokering deals discreetly.",,DunmerMale,,Dunmer,Male,Elf,06E2AB,,"Andagne (Erzebet, Linsha, Rjoda)",cs,Unknown voice
